Thermoanaerobacterium bryantii (ATCC BAA-415),$550.00,$467.50,unavailable,Mel9,1,freeze-dried,ATCC  2107: Modified Reinforced Clostridial,Temperature: 55.0Celsius Atmosphere: Anaerobic,unavailable,Produces alpha-galactosidaseBiotechnology
Ramlibacter tataouinensis Heulin et al. (ATCC BAA-407),$550.00,$467.50,unavailable,"TTB310 [DSM 14655, LMG 21543]",1,freeze-dried,ATCC  2321: Tryptic soy medium 1/10 strength,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,unavailable
Cycloclasticus spirillensus Chung and King (ATCC BAA-421),$550.00,$467.50,unavailable,M4-6,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,Degrades polycyclic aromatic hydrocarbons
Albidovulum inexpectatum Albuquerque et al. (ATCC BAA-387),$550.00,$467.50,unavailable,FRR-10 [DSM 12048],1,freeze-dried,ATCC  2308: Degryse medium with NaCl,Temperature: 50.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Rubritepida flocculans Alarico et al. (ATCC BAA-385),$550.00,$467.50,unavailable,H-8,1,freeze-dried,ATCC  2307: R3A medium,Temperature: 50.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Lutibacterium anuloederans Chung and King (ATCC BAA-420),$550.00,$467.50,unavailable,LC-8,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius Atmosphere: Aerobic,2Celsius  to 8Celsius,Degrades polycyclic aromatic hydrocarbons
Ramlibacter henchirensis Heulin et al. (ATCC BAA-408),$550.00,$467.50,unavailable,"TMB834 [DSM 14656, LMG 21542]",1,freeze-dried,ATCC  2321: Tryptic soy medium 1/10 strength,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Meiothermus taiwanensis Chen et al. (ATCC BAA-399),$550.00,$467.50,unavailable,"WR-30 [CCRC-17170, DSM 14542]",1,freeze-dried,ATCC  461: Castenholz TYE medium,Temperature: 55.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Desulfonatronum thiodismutans Pikuta et al. (ATCC BAA-395),$550.00,$467.50,unavailable,MLF1,1,freeze-dried,ATCC  2319: Desulfonatronum medium,"Temperature: 35.0Celsius Atmosphere: Under a gas mixture of 80% N2, 20% CO2",unavailable,Biotechnology
Tindallia californiensis Pikuta et al. (ATCC BAA-393),$550.00,$467.50,unavailable,"APO [CIP 107910, DSM 14871]",1,freeze-dried,ATCC  2310:  for Tindallia californica,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,unavailable
Truepera sp. (ATCC BAA-389),$550.00,$467.50,unavailable,VI-60,1,freeze-dried,ATCC  2308: Degryse medium with NaCl,Temperature: 55.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Albidovulum inexpectatum Albuquerque et al. (ATCC BAA-388),$550.00,$467.50,unavailable,FRR-11 [DSM 12049],1,freeze-dried,ATCC  2308: Degryse medium with NaCl,Temperature: 50.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Porphyrobacter cryptus da Costa et al. (ATCC BAA-386),$550.00,$467.50,unavailable,ALC-2 [DSM 12079],1,freeze-dried,ATCC  2307: R3A medium,Temperature: 50.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Thermococcus thioreducens (ATCC BAA-394),$550.00,$467.50,unavailable,OGL-20P,1,freeze-dried,ATCC  1922: Marine agar or marine broth with sulfur,Temperature: 85.0Celsius Atmosphere: Anaerobic; 80% N2-20% CO2,unavailable,unavailable
Spirochaeta americana Hoover et al. (ATCC BAA-392),$550.00,$467.50,unavailable,ASpG1 [DSM 14872],1,frozen,ATCC  2311: Spirochaeta americana medium,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,unavailable
Thermus taiwanensis (ATCC BAA-405),$550.00,$467.50,unavailable,WR-193 [CCRC 17179],1,freeze-dried,ATCC  2322: Modified Thermus medium,Temperature: 60.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Meiothermus taiwanensis Chen et al. (ATCC BAA-400),$550.00,$467.50,unavailable,WR-220 [CCRC-17171],1,freeze-dried,ATCC  461: Castenholz TYE medium,Temperature: 55.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Rhodopseudomonas palustris (Molisch) van Niel (ATCC BAA-37),$550.00,$467.50,unavailable,JA1,1,freeze-dried,ATCC  112: Van Niel's yeast agar,Temperature: 30.0Celsius Atmosphere: Anaerobic under light,unavailable,Biotechnology
Psychromonas kaikoae Nogi et al. (ATCC BAA-353),$550.00,$467.50,unavailable,JCM 11054 [JT7304],1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 10.0Celsius Atmosphere: 50 MPa,unavailable,Biotechnology
Rubrivivax benzoatilyticus Ramana et al. (ATCC BAA-35),$550.00,$467.50,unavailable,JA2,1,freeze-dried,ATCC  112: Van Niel's yeast agar,Temperature: 30.0Celsius Atmosphere: Anaerobic under light,unavailable,unavailable
Exiguobacterium aurantiacum Collins et al. (ATCC BAA-333),$550.00,$467.50,unavailable,Colo. Road,1,freeze-dried,"ATCC  461: Castenholz TYE medium
ATCC  461: Castenholz TYE medium
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood",Temperature: 37.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Idiomarina abyssalis Ivanova et al. (ATCC BAA-312),$550.00,$467.50,unavailable,KMM 227,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Idiomarina zobellii Ivanova et al. (ATCC BAA-313),$550.00,$467.50,unavailable,KMM 231,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Sulfitobacter delicatus Ivanova et al. (ATCC BAA-321),$550.00,$467.50,unavailable,KMM 3584 [LMG 20554],1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 26.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Sulfitobacter dubius Ivanova et al. (ATCC BAA-320),$550.00,$467.50,unavailable,KMM 3554 [LMG 20555],1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 26.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Geovibrio thiophilus Janssen et al. (ATCC BAA-311),$550.00,$467.50,unavailable,AAFu3 [DSM 11263],1,freeze-dried,ATCC  2435:  for Geovibrio thiophilus,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Methylophaga alcalica (ATCC BAA-297),$550.00,$467.50,unavailable,"M39 [DSM 14953, VKM B-2251]",1,freeze-dried,ATCC  2306: Methylophaga alcaliphila medium,Temperature: 30.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Trichococcus collinsii Liu et al. (ATCC BAA-296),$550.00,$467.50,unavailable,37AN3 [DSM 14526],1,freeze-dried,ATCC  18: Trypticase Soy Agar/Broth,Temperature: 26.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Microvirga subterranea Kanso and Patel (ATCC BAA-295),$550.00,$467.50,unavailable,FaiI4 [DSM 14364],1,freeze-dried,ATCC  2275: Rouf's medium,Temperature: 37.0Celsius Atmosphere: Aerobic,unavailable,unavailable
Ilyobacter insuetus Brune et al. (ATCC BAA-291),$550.00,$467.50,unavailable,VenChi2 [DSM 6831],1,freeze-dried,ATCC  2304: VEN CHI2 medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Degrades quinic acidDegrades shikimic acid
Thermus sp. (ATCC BAA-302),$550.00,$467.50,unavailable,HR13,1,freeze-dried,ATCC  461: Castenholz TYE medium,Temperature: 65.0Celsius Atmosphere: Aerobic,unavailable,Oxidizes arseniteBiotechnology
Frigoribacterium faeni Kampfer et al. (ATCC BAA-3),$550.00,$467.50,unavailable,DSM 10309 [801],1,freeze-dried,ATCC  18: Trypticase Soy Agar/Broth,Temperature: 28.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Thermus scotoductus Kristjansson et al. (ATCC BAA-292),$550.00,$467.50,unavailable,IT-7254,1,freeze-dried,ATCC  2293: Thermus scotoductus medium,Temperature: 65.0Celsius Atmosphere: Aerobic,unavailable,Oxidizes sulfurBiotechnology
Propionivibrio limicola Brune et al. (ATCC BAA-290),$550.00,$467.50,unavailable,GolChi1 [DSM 6832],1,freeze-dried,ATCC  2303: GOL CHI1 medium,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,Degrades quinic acidDegrades shikimic acid
Desulfotomaculum thermobenzoicum subsp. thermosyntrophicum Plugge t al. (ATCC BAA-281),$550.00,$467.50,unavailable,TPO [DSM 14055],1,freeze-dried,ATCC  2294: MPOB medium,Temperature: 55.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Sedimentibacter saalensis Breitenstein et al. (ATCC BAA-283),$550.00,$467.50,unavailable,ZF2 [DSM 13558],1,freeze-dried,"ATCC  2107: Modified Reinforced Clostridial
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood","Temperature: 30Celsius 
Atmosphere: Anaerobic",2Celsius  to 8Celsius,unavailable
Methanimicrococcus blatticola Sprenger et al. (ATCC BAA-276),$550.00,$467.50,unavailable,DSM 13328 [PA],1,freeze-dried,ATCC  2283: Methanomicrococcus medium,"Temperature: 37.0Celsius Atmosphere: Under a gas mixture of 80% H2, 20% CO2",unavailable,Reduces methanolReduces methylamine methylammoniumBiotechnology
Desulfuromonas carbonis (ATCC BAA-2716),$550.00,$467.50,unavailable,ICBM,1,frozen,ATCC  2063: Desulfuromonas medium,"Temperature: 22Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Desulfosporosinus meridiei Robertson et al. (ATCC BAA-275),$550.00,$467.50,unavailable,"DSM 13257 [NCIMB 13706, S10]",1,freeze-dried,ATCC  1249: Modified Baar's medium for sulfate reducers,Temperature: 26.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Thermococcus siculi Grote et al. (ATCC BAA-270),$550.00,$467.50,unavailable,DSM 12349 [RG-20],1,freeze-dried,ATCC  2104: Marine Thermococcus medium,"Temperature: 80.0Celsius Atmosphere: Under a gas mixture of 80% N2, 20% CO2",unavailable,Biotechnology
Isoptericola haloaureus (ATCC BAA-2688),$550.00,$467.50,unavailable,MP1014,1,frozen,ATCC  5211: Nutrient Broth w/5% NaCl,"Temperature: 30Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Acidilobus aceticus Prokofeva et al. (ATCC BAA-268),$550.00,$467.50,unavailable,"DSM 11585 [1904, JCM 11320]",1,frozen,"ATCC  2351: Lactose peptone agar, 2X strength","Atmosphere: nitrogen (N2), 80%; carbon dioxide (CO2), 20%Temperature: 80.0Celsius",unavailable,Biotechnology
Chloracidobacterium thermophilum (ATCC BAA-2647),$550.00,$467.50,unavailable,B,1,frozen,ATCC  2871: Chloracidobacterium thermophilum Midnight  (CTM-),"Temperature: 42Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Vulcanibacillus sp. (ATCC BAA-2644),$550.00,$467.50,unavailable,Z9,1,frozen,ATCC  2867: Thermophile,"Temperature: 42Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,The depositor states active metal reduction
Orenia sp. (ATCC BAA-2645),$550.00,$467.50,unavailable,Z6,1,frozen,ATCC  2867: Thermophile,"Temperature: 42Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Thermomonospora guangxiensis (ATCC BAA-2626),$550.00,$467.50,unavailable,3-12X,1,frozen,ATCC  2869: HV,"Temperature: 50Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Desulfocarbo indianensis (ATCC BAA-2625),$550.00,$467.50,unavailable,SCBM,1,frozen,ATCC  2859: SCBM,"Temperature: 30Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Alkalibacterium singaporenus (ATCC BAA-2622),$550.00,$467.50,unavailable,TRTYP6,1,frozen,ATCC  2862: Glucose Agar/Broth,"Temperature: 37Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Gelria glutamica Plugge et al. (ATCC BAA-262),$550.00,$467.50,unavailable,TGO [DSM 14054],1,freeze-dried,ATCC  2294: MPOB medium,Temperature: 55.0Celsius Atmosphere: Anaerobic,unavailable,unavailable
Marinoagarivorans rongchengensis (ATCC BAA-2617),$550.00,$467.50,unavailable,Z1,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Woeseia oceanium (ATCC BAA-2615),$550.00,$467.50,unavailable,XK5,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Motiliproteus sediminis (ATCC BAA-2613),$550.00,$467.50,unavailable,HS6,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Aquimarina agarlyticus (ATCC BAA-2612),$550.00,$467.50,unavailable,HQM9,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 28Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Corallincola holothiorum (ATCC BAA-2611),$550.00,$467.50,unavailable,C4,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Flavobacterium oceanobacteria (ATCC BAA-2610),$550.00,$467.50,unavailable,652,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 20Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Colwellia arctica (ATCC BAA-2609),$550.00,$467.50,unavailable,435,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 20Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Thermotoga sporogenes (ATCC BAA-2608),$550.00,$467.50,unavailable,PD524,1,frozen,ATCC  2844: 480GM5,Temperature: 80Celsius Atmosphere: 100% N2,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Ferrovum myxofaciens (ATCC BAA-2595),$550.00,$467.50,unavailable,P3G,1,frozen,ATCC  2882: Ferrovum myxofaciens,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Shewanella benthica MacDonell and Colwell (ATCC BAA-2590),$550.00,$467.50,unavailable,KT99,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 8Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Photobacterium profundum Nogi et al. (ATCC BAA-2589),$550.00,$467.50,unavailable,SS9,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 15Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Pyrodictium delaneyi (ATCC BAA-2559),$550.00,$467.50,unavailable,unavailable,1,frozen,ATCC  2848: Geoglobus,"Temperature: 90Celsius 
Atmosphere: Anaerobic gas mixture, 80% H2 - 20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,"Hyperthermophilic iron reducer that grows autotrophically 
Useful in the study of the physiology of iron respiration at high temperatures and biogenic mineral transformations to produce biosignatures"
Thermomicrobiales sp. (ATCC BAA-2536),$550.00,$467.50,unavailable,KI4,1,frozen,ATCC  2830: R2A Modified for Thermomicrobiales,"Temperature: 65Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Thermomicrobium carboxidum King and King (ATCC BAA-2535),$550.00,$467.50,unavailable,KI3,1,frozen,ATCC  2824: Thermomicrobium roseum Agar/Broth,"Temperature: 65Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Environmental - oxidizes carbon monoxide
Inordinaticella fortuita (ATCC BAA-2547),$550.00,$467.50,unavailable,4B,1,frozen,ATCC  2866: YA,"Temperature: 26Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Roseibium hamelinense Suzuki et al. (ATCC BAA-252),$550.00,$467.50,unavailable,"Och 368 [CIP 107048, JCM 10544]",1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 26.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Thermogemmatispora carboxidivorans King and King (ATCC BAA-2534),$550.00,$467.50,unavailable,PM5,1,frozen,ATCC  2824: Thermomicrobium roseum Agar/Broth,"Temperature: 55Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Reported by the depositor to oxidize carbon monoxide
Roseibium denhamense Suzuki et al. (ATCC BAA-251),$550.00,$467.50,unavailable,"Och 254 [CIP 107047, JCM 10543]",1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 26.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Thermotoga thioreducens (ATCC BAA-2482),$550.00,$467.50,unavailable,FC1002,1,frozen,ATCC  2844: 480GM5,"Temperature: 80Celsius  to 85Celsius 
Atmosphere: Anaerobic, 100% N2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Rhodobaca sibirica (ATCC BAA-2429),$550.00,$467.50,unavailable,Iti,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,"Temperature: 30Celsius  
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Rhodopseudomonas violea (ATCC BAA-2370),$550.00,$467.50,unavailable,V-19f,1,freeze-dried,ATCC  18: Trypticase Soy Agar/Broth,"Temperature: 30Celsius  
Atmosphere: Aerobic or Anaerobic under tungsten lamp",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
(ATCC BAA-2290),$550.00,$467.50,unavailable,S4,1,frozen,unavailable,Temperature:Atmosphere: anaerobic,unavailable,unavailable
Sulfolobus salvadorensis (ATCC BAA-2288),$550.00,$467.50,unavailable,AHU-3F,1,freeze-dried,ATCC  2799: Modified Revised Sulfolobus,Temperature: 70Celsius Atmosphere: Aerobic,-80Celsius  or colder,unavailable
Caldanaerobacter subterraneus subsp. subterraneus (Fardeau et al.) Fardeau et al. (ATCC BAA-225),$550.00,$467.50,unavailable,"SEBR 7858 [CNCM I-2383, DSM 13054]",1,freeze-dried,ATCC  2262:,Temperature: 65.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Pyrococcus sp. (ATCC BAA-2246),$550.00,$467.50,unavailable,Pikanate 5017,1,freeze-dried,unavailable,Temperature: 90-100Celsius Atmosphere: Anaerobic; 100% N2,unavailable,unavailable
Mesotoga primus (ATCC BAA-2239),$550.00,$467.50,unavailable,MesG1.Ag.4.2,1,frozen,ATCC  2816: Mesotoga primus,"Temperature: 42Celsius  to 45Celsius  
Atmosphere: Anaerobic, 100% N2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Geobacter sp. (ATCC BAA-2173),$550.00,$467.50,unavailable,IFRC128,1,frozen,"ATCC  2784: Geobacter Dfr2  w/ Iron citrate
ATCC  2785: Geobacter Dfr2",Temperature: 26Celsius Atmosphere: Anaerobic gas mixture; 80% N2-20% CO2,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Alkalitalea soaplakensis (ATCC BAA-2172),$550.00,$467.50,unavailable,SC/BZ-SP2,1,freeze-dried,ATCC  2778: MAB,Temperature: 37Celsius Atmosphere: Anaerobic,unavailable,unavailable
